text,sentiment,minimarket
di sekolah aku dipanggil bu di indomaret bu alfamart bu ngemall bu rumah sakit bu polsek bu satlantas bu di kedinasan bu di pom bu di manapun aku dipanggil bu apa ini alasan aku masih jomblo dikira udah ibu sedih,negatif,Indomaret
bang itu alfa bukan indomaret,netral,Indomaret
orang jelas alfa malah indomaret gk atentip banget abang penghianat satu ini,negatif,Indomaret
beli mesis ceres di indomaret,netral,Indomaret
abis indomaret date ya cil,netral,Indomaret
saingat indomaret dan warung madura auuuu,negatif,Indomaret
astagfirullah aku lupa ke indomaret,negatif,Indomaret
aku beli parfum eversense golden luxe di indomaret and i was genuinely confused because the top notes is chocolate amp marshmallow tapi yang aku sniff cuma bergamotnya aja,netral,Indomaret
ni beli di indomaret mna si lama bgt ga pulang pulang,negatif,Indomaret
lengah dikit indomaret diponegoro dah ada tukang parkirnya wkwk,netral,Indomaret
bisa dibeli di indomaret gak,netral,Indomaret
di indomaret masih jual brown sugar yg stick gak ya kok kayak udh jarang liat gw,netral,Indomaret
kadang di indomaret ada,netral,Indomaret
jajan cimol jeng kebab makannya dikursi indomaret,negatif,Indomaret
di mana hidup trasa berat ada mbak indomaret yg nanya baru pulang,negatif,Indomaret
terpantau harga telur ada yang jual k k beras kyknya jatuhnya masih murah indomaret warung sayur gatau namanya tahu k kotak pokcoy k semangka rbkg ok kpn hunting tempat lain wkwk,netral,Indomaret
dapatkan kupon senilai k dari qpon terbagi dlm voc download apk qpon daftar dan masukkan kode er klaim kupon dan tukarkan dengan berbagai voc kupon tidak berlaku untuk alfamart familymart indomaret dan flashsale jajan gratis hemat promo murah makanan,netral,Indomaret
pengen jajan ke indomaret,netral,Indomaret
gengster berbadan hukum cuma ada di indomaret,negatif,Indomaret
nanti yang ke indomaret nya siapa,netral,Indomaret
ga bakal kaget lg gw kalo tb gw punya nowa kakak indomaret tadi pagi beli kopi gw ga milih menu dia langsung sat set tb ngasih struk tanpa ditanya dulu gw mau kopi apa sehat ya kak ketemu gw tiap hari,positif,Indomaret
hal yg seru ketika ketemu pendaki lain di track puncak masi lama ga ka semangat kak puncak menit lagi mari kakk dipuncak ada indomaret ayo semangat,positif,Indomaret
need jastip makanan indomaret,netral,Indomaret
emnng ya indomaret yg gaada tukang parkir tuh cuma di kawasan selebih nya parkir ngentot padahall di pintu alfa nya parkir gratis tapi tiba ada suara prit prit alah ngenetot,negatif,Indomaret
aku udh bersuami jd ya kdg di kamer kdg sekalian biar fresh pikirannya diluar rumah kaya di pinggir sawah sambil liat pemandangan dan menikmati sepoi angin deep talk di pinggir pohon gede deket jalan raya ya atau duduk di kursi indomaretalfa jg udh cukup,netral,Indomaret
weh iya macem biru indomaret tapi ttp imut,netral,Indomaret
ready ka kebetulan lgi di deket indomaret,netral,Indomaret
jajan ke indomaret mau ambil chiki di bawah hampir jatuh karena cape bgt kemarin tuh naik turun ngambil stock terus,negatif,Indomaret
indomaret date yh abang,netral,Indomaret
kemarin iseng nyari di indomaret mencoba peruntungan ya kaan ternyata emang belum beruntung huhu,netral,Indomaret
gue kemaren bilang juga apa itu isi indomaret mau dia ambil tapi asal kan cerita sama gue sih gue mah ayok aja,netral,Indomaret
indomaret cobak golek ono,netral,Indomaret
makasih banyak buat mas dan mbak indomaret baik hati di rest area jombang mojokerto a udah dibantu kasih postcard seventeen dari chitato,positif,Indomaret
kakak tracking lagi ke rinjani meanwhile adeknya ke indomaret aja naek motor pdhl cuman meteran,negatif,Indomaret
ketemu stray cat lucu tadi pas keluar habis beli dryfood di indomaret malah hilang dia,negatif,Indomaret
alfamart indomaret superindo klo mau yg gk ada nomboknya dan jobdesknya gk seabrek bisa msuk ke superindo alfamart jga enak buat benefit mslh uang juga oke,positif,Indomaret
indomaret ada kayaknya pretty much minimarkets have them warung jg kayaknya ada deh,netral,Indomaret
ovp bgt indomaret gratis deh kali kesananya cuma goceng,netral,Indomaret
ajaklah itu jeno jaemin nge golda kita depan indomaret,positif,Indomaret
maaf mbak nggak bisa tarik tunai kalo nggak ada kartu debitnya mas indomaret mas aku udah beli bakwan malang di ujung sana terus aku nggak bawa cash aku dengan kesadaran penuh,negatif,Indomaret
jangan gt anjing di tempat gw ga ada indomaret lg,negatif,Indomaret
gue ke indomaret jajan rebu aja udah sedih,negatif,Indomaret
indomaret apaan yg isinya biji yg ada mau bangkrut ajg,negatif,Indomaret
baru ke indomaret lagi cocacola kaleng udah ga ada gw ga suka cocacola botolan sodanya aneh balikin yang kalengan gaaaaaaa,negatif,Indomaret
kit hati wak habis diblame sama duo junglersupport krn mati tiap war buat tb in mereka gw exp mana jungler indomaret support nya g ngerti posisi,negatif,Indomaret
lebih tepatnya nggak bawa dompet di indomaret deket sini nggak bisa tarik tunai tanpa kartu berujung transfer ke mas kasirnya,negatif,Indomaret
ini kasir indomaret gimana ceritanya ada yg dibuka satu doang org antri lama banget mana semua kasirnya ada di tempatnua masing masing tp ga dibuka itu lg kenapa yh,negatif,Indomaret
cinlok mah biasanya di depan masjidindomaret nder,netral,Indomaret
nyamleng jl prof soeharso sebrang indomaret jajar,netral,Indomaret
boleh gak belanja di indomaret bawa plastik alfamart buat bungkusnya,netral,Indomaret
bhabinkamtibmas kel kertasari bripka tri kurniawan melaksanakan giat sapa warga serta memberikan himbauan kamtibmas upaya preventif dalam operasi brantas jaya lokasi indomaret kel kertasari kecpebayuran senin,netral,Indomaret
kmrn w jg diginiin pas lg di luar stasiun w blg aja saya ga punya cash pak ditanya qr w jwb td saya ke indomaret qrnya gabisa trs dia blg gmn saya plg w jwb aja minta bantuan satpam aja pak dia menolak dah gausah fix dia nipu,negatif,Indomaret
laka mobil dengan truk di depan tomira point indomaret temon video dikirim oleh istimewa tidak mau disebutkan lokasi tomira point indomaret temon kapanewon temon kulon progo yogyakarta,netral,Indomaret
soyeee onny mau nawarin job freelance kyc kredivo daftar dan masukkin kode referral doang bisa dapet kk kalau diacc limit tanpa ngajuin pinjaman free voucher alfamart amp indomaret k butuh ktp min usia tahun no takesewa akun,netral,Indomaret
gaboleh nyesal ga beli art print gara po only k aku bisa pakai untuk beli kopi indomaret,positif,Indomaret
di indomaret borobudur wkwkwkwk,netral,Indomaret
sosis keju indomaret top tier sosis enak bgt,positif,Indomaret
gue suka mikir gini juga klo gue lebih ke butuh ada yang ngaturseengganya rem gue kadang gue suka sembrono dan grasak grusuk klo di bawah tekanan,negatif,Indomaret
buset indomaret dari rumah gw km rumah gw di kelilingi pemandangan sawah,positif,Indomaret
ya kali tar teriak teriak di indomaret,negatif,Indomaret
gurih tuh ditambah ngepushnya di depan indomaret,positif,Indomaret
kak kamu tau parfum pucelle di indomaret yg warna merah itu g kalau tau wangi yg mirip dia tp versi lebih mahal dan tahan lamanya apa ya,netral,Indomaret
beli jas hujan di indomaret tipis banget njir mana k emang paling bener harusnya di toko sebelah aja,negatif,Indomaret
dapatkan berbagai produk fresh yang hemat minggu ini di katalog super hemat mingguan edisi mei info selengkapnya di,netral,Indomaret
mau sedikit cerita kerandoman pengemis yang ketemu di indomaretalfamart dengan segala modusnya,negatif,Indomaret
td abis beli aice yg ini di indomaret lumayan lg ada diskon,netral,Indomaret
kek kemaren gua pas lagi jalan mau ke st mrt cipete tiba tiba ada bapak nyamperin dan dia katanya minta tolong top up kartu katanya kalo top up di indomaret harus rb padahal gua biasa top up rb doang di indomaret jg bisa dan kalo ga bisa top up beli aja tiket langsung,netral,Indomaret
yg dpn indomaret y,netral,Indomaret
liat vtuber pada meet di cf kan saya mau juga ya ow iya gua di kabupaten kecil terpencil yang nama kota nya jarang headline news berita dan hiburan di kota nya cuma indomaret sama alfamart,negatif,Indomaret
coba aja ceki bang alfamidi atau ngga indomaret yg gede,netral,Indomaret
pasti belinya di indomaret kampus,netral,Indomaret
ini di alfa atau indomaret ada gak sih,netral,Indomaret
kayanya nongkrong di kursi indomaret tengah malem asik cuma aku perempuan,netral,Indomaret
berguna jg indomaret point depan kampus,netral,Indomaret
komedi hari ini awowkwkwkwkwk ade gue ke indomaret trus belanja duitny kurang awokwkwkwk dia jadiin hpnya jaminan trus lari kerumah ngambil duit,negatif,Indomaret
kak ini aku liatnya di indomaret sama alfamart juga udah ada kak,netral,Indomaret
selamat datang di indomaret selamat berbelanja,positif,Indomaret
duduk di indomaret makan onigiri sayangnya gapunya duit cash buat jajan lucu pinggir jalan,negatif,Indomaret
kak ini deket kos ku dulu udah coba cari cctv lain belum kayaknya dia ke kiri ya itu arahnya habis itu pertigaan kalo ke kanan dia arah indomaret kalo kiri arah alfamart siapa tau keliatan minta lihat cctv nya,netral,Indomaret
kerja boleh di alfamart tp soal kopi teteup indomaret point,netral,Indomaret
padahal alucardnya indomaret jir untung benetnya jago,positif,Indomaret
redakan gejala ambeien dengan ambeven obat tradisional herbal dari daun wungu dan bahan pilihan praktis aman terdaftar bpom halal dan bisa dibeli di apotek dan indomaret terdekat selengkapnya saksikan insert story di trans tv,netral,Indomaret
dulu sok ngide nonton ini di jam pulang kantor sambil nunggu jemputan beneran kantor udah sesepi ituuu langsung buru keluar nginci pager dan melimpir ke indomaret cari keramaian emang seserem itu anjir vibesnya,positif,Indomaret
open handcarry indonesia korea kg juni slot kg terakhir terima barang juni bisa jastip offline indomaret alfamart shopee tokped tidak menerima barang terlarang tidak menerima olahan daging,netral,Indomaret
trsss dimsum mentai mnrtku cocok sm sosis hahahha sosis indomaret yg keju ituu cewe cewe biasanya ga muluk sih udh coba punya barang couple gaaa kek gelang cincin gituu,netral,Indomaret
onny mau nawarin job freelance kyc kredivo daftar dan masukkin kode referral doang bisa dapet kk kalau diacc limit tanpa ngajuin pinjaman free voucher alfamart amp indomaret k butuh ktp min usia tahun no takesewa akun,netral,Indomaret
byebye bau badan sekarang waktunya tampil percaya diri deodorant favorit kamu dari unilever diskon rp cuma di klik indomaret bikin tubuh segar amp wangi seharian buruan sebelum ketinggalan,positif,Indomaret
jangan sampai kehabisan produk kebutuhan rumah tangga yang hemat di indomaret periode mei info selengkapnya di,netral,Indomaret
ini yg bikin gua trust issue pas kemaren di indomaret ada bapak pakaian rapi gitu bawa hp ama dompet nyamperin gua mau minjem duit buat balik ke bandung katanya tapi dia minjemnya ke gua doang anjir,negatif,Indomaret
cod indomaret jakal timur aja mas penak,netral,Indomaret
indomaret atau alfa kadang meter aja naik motor ada temenku anak orang kaya ke warung jalan gak sampek menit motoran,netral,Indomaret
biasanya yg kayak gini tu sebelumnya kerja kantoran bumn atau bank jadi kalau terjun ke bisnis maunya yg punya gengsi banyak yang gak mau tuh mulai dari tendaan atau outlet depan indomaret gitu,negatif,Indomaret
adulting adalah fase dimana melihat sari asem di kulkas indomaret mulai menarik,negatif,Indomaret
jdi inget pacarnya tmn gua jajanin pengemis depan indomaret pacarnya blg ga punya cash trs pengemis nya minta jajanin aja di iyain sm pacarnya tuh lu tau apa yg tu pengemis ambil pringles anjgg trs minta dua lagi aowkaowk tai,negatif,Indomaret
iyaa dia bawa duit ribu makanan kita habis aja orang ribu mana enteng banget lagi bilang murah kalau di sini padahal tak tawarin makan indomaret onigiri dia bilangnya ga kenyang,negatif,Indomaret
ada di indomaret yaaa sekalian nitip nutriboost dong,netral,Indomaret
promo heboh sabun mandi waktunya tampil segar dan wangi tiap hari diskon rp cuma di klik indomaret buruan checkout sekarang biar mandi makin semangat,netral,Indomaret
sosis keju indomaret emg enak tapi ga wah bgt sih yaudah gitu first impression,netral,Indomaret
sosis indomaret enak bgt deeehh,positif,Indomaret
bapak mir ayam depan indomaret baik bangeett,positif,Indomaret
riil keluarga gue juga salah satu yang mengalami di bogor bahkan di perumahan gede trotoar ga rata kaki sakit males ke indomaret naik motor nyampe sini bahkan emak gw yg umur mau jalan kaki k steps nyaman aman banyak shades,positif,Indomaret
khusus buat yang muda di hati tapi senior di usia promo spesial dari bintang toedjoe di klik indomaret barang wajib kaum jompo sekarang diskon menarik jangan sampai ketinggalan ya yuk belanja sekarang,netral,Indomaret
saingan lu bukan indomaret point lagi,negatif,Indomaret
anggota polsek lawang patroli siang hari di depan indomaret beri warga himbauan kamtibmas pengguna jalan,netral,Indomaret
niat udh teguh tapi iman ga kuat klo udh liat alfaindomaret kykynya surga minuman yg dingin ga bs ngga beli,negatif,Indomaret
siang wargaa open paylater kredivo daftar akun menit kalo acc limit sung payment rate k akun basic k akun premium voc indomaret dan alfamart k no modal no take akun no pinjaman testi dipin,netral,Indomaret
mesesnya enakeun pake merek indomaret soalnya bulirnya lebih besar dan crunchy menurutku,positif,Indomaret
itu beli di indomaret ada ngga kak,netral,Indomaret
minggu ini waktunya belanja hemat di klik indomaret juara minggu ini ada diskon untuk sikat gigi detergen susu sgm hilo lmen bear brand loh yuk langsung cek sekarang sebelum ketinggalan,netral,Indomaret
tukang parkir indomaret perjuangan stasiun bekasi problematik suka cari ribut sok berkuasa,negatif,Indomaret
gara td ambil pesenan choipan di temen dan ketemunya depan indomaret jadinya masuk deh beli teh botol,positif,Indomaret
mumpung lg di indomaret situ juga,netral,Indomaret
paogah deket sma kurir jne deket rumah kuli bangunan mas toko galon satpam perumahan karyawan indomaret deket rumah karyawan kopken karyawan chatime karyawan bistro deket rumah mom said i should not talk to strangers btw,negatif,Indomaret
tenang min rumah saya deket indomaret kalo mau beli lagi tinggal ngesot aja,netral,Indomaret
gimana ya jungler kalo gak kaya raya nanti kalah retri kalo kalah retri nanti di katain indomaret,negatif,Indomaret
mau bikin kopi krimernya abis ke indomaret deket rumah gaada stok sakau nii ga ngopi,negatif,Indomaret
dikira gua indomaret apa,negatif,Indomaret
oke kita beli lagi di indomaret kartu yg lama aku kasih maskuhh hmm,netral,Indomaret
aku jarang naik ojol jdi pas naik biasanya ngasih tip meskipun tip itu ga wajib tip yg kukasih rbrb meskipun jaraknya cuman menit itung itung dia bisa beli kopi di indomaret tapi tetep aja masih kena disuruh cancel gimana mau bela ojol mah kalo ojolnya aja pilih pilih,netral,Indomaret
masih jam berapa ini udah ngelamun aja di indomaret,netral,Indomaret
prnh ktmu bpk tua gini jg posisi bru kluar indomaret dn emg lagi ga bnyk duit dia sbenernya udh rusuh di dalem trus diminta kluar krn ga beli apa pas dia ngedeket tapi aku ga dgr blg apa lngsung kujwb iya pak saya jg lagi miskin wuih mukanya lngsung asem bgt but idc lah tai,negatif,Indomaret
jangan sampai stok produk obat amp kesehatan di rumahmu habis sobat di indomaret juga lagi ada produk obat amp kesehatan yang hemat loh info selengkapnya di,netral,Indomaret
